zip;ruca;state
16823;2.0;Pennsylvania
16825;5.0;Pennsylvania
16826;2.0;Pennsylvania
16827;1.0;Pennsylvania
16828;2.0;Pennsylvania
16829;2.0;Pennsylvania
16830;4.0;Pennsylvania
16832;2.0;Pennsylvania
16833;4.0;Pennsylvania
16834;6.1;Pennsylvania
16835;2.0;Pennsylvania
16836;5.0;Pennsylvania
16837;4.0;Pennsylvania
16838;4.0;Pennsylvania
16839;6.1;Pennsylvania
16840;6.1;Pennsylvania
16841;2.0;Pennsylvania
16843;4.0;Pennsylvania
16844;2.0;Pennsylvania
16845;5.0;Pennsylvania
16847;6.1;Pennsylvania
16848;5.2;Pennsylvania
16849;6.1;Pennsylvania
16850;5.0;Pennsylvania
16851;1.0;Pennsylvania
16852;2.0;Pennsylvania
16853;2.0;Pennsylvania
16854;2.0;Pennsylvania
16855;5.0;Pennsylvania
16856;2.0;Pennsylvania
16858;6.1;Pennsylvania
16859;2.0;Pennsylvania
16860;6.1;Pennsylvania
16861;5.0;Pennsylvania
16863;5.0;Pennsylvania
16864;2.0;Pennsylvania
16865;1.0;Pennsylvania
16866;7.3;Pennsylvania
16868;1.0;Pennsylvania
16870;2.0;Pennsylvania
16871;10.5;Pennsylvania
16872;2.0;Pennsylvania
16873;4.0;Pennsylvania
16874;2.0;Pennsylvania
16875;2.0;Pennsylvania
16876;5.0;Pennsylvania
16877;2.0;Pennsylvania
16878;5.0;Pennsylvania
16879;6.1;Pennsylvania
16881;5.0;Pennsylvania
16882;2.0;Pennsylvania
16901;8.0;Pennsylvania
16910;10.0;Pennsylvania
16911;8.0;Pennsylvania
16912;8.0;Pennsylvania
16914;10.0;Pennsylvania
16915;10.0;Pennsylvania
16917;9.0;Pennsylvania
16918;10.6;Pennsylvania
16920;10.5;Pennsylvania
16921;8.0;Pennsylvania
16922;10.0;Pennsylvania
16923;10.0;Pennsylvania
16925;2.0;Pennsylvania
16926;10.6;Pennsylvania
16927;10.0;Pennsylvania
16928;10.6;Pennsylvania
16929;3.0;Pennsylvania
16930;10.0;Pennsylvania
16932;9.0;Pennsylvania
16933;7.0;Pennsylvania
16935;9.0;Pennsylvania
16936;3.0;Pennsylvania
16937;10.0;Pennsylvania
16938;10.0;Pennsylvania
16939;9.0;Pennsylvania
16940;10.5;Pennsylvania
16941;10.0;Pennsylvania
16942;10.5;Pennsylvania
16943;9.0;Pennsylvania
16945;10.0;Pennsylvania
16946;9.0;Pennsylvania
16947;10.0;Pennsylvania
16948;10.0;Pennsylvania
16950;10.6;Pennsylvania
17001;1.0;Pennsylvania
17002;10.5;Pennsylvania
17003;1.0;Pennsylvania
17004;10.5;Pennsylvania
17005;2.0;Pennsylvania
17006;10.1;Pennsylvania
17007;4.1;Pennsylvania
17008;1.0;Pennsylvania
17009;4.0;Pennsylvania
17010;1.0;Pennsylvania
17011;1.0;Pennsylvania
17012;1.0;Pennsylvania
17013;4.1;Pennsylvania
17014;3.0;Pennsylvania
17016;1.0;Pennsylvania
17017;10.4;Pennsylvania
17018;2.0;Pennsylvania
17019;1.0;Pennsylvania
17020;2.0;Pennsylvania
17021;10.0;Pennsylvania
17022;4.1;Pennsylvania
17023;2.0;Pennsylvania
17024;2.0;Pennsylvania
17025;1.0;Pennsylvania
17026;2.1;Pennsylvania
17027;1.0;Pennsylvania
17028;2.0;Pennsylvania
17029;5.0;Pennsylvania
17030;2.0;Pennsylvania
17032;2.0;Pennsylvania
17033;1.0;Pennsylvania
17034;1.0;Pennsylvania
17035;10.0;Pennsylvania
17036;1.0;Pennsylvania
17037;2.0;Pennsylvania
17038;1.0;Pennsylvania
17039;2.0;Pennsylvania
17040;2.0;Pennsylvania
17041;1.0;Pennsylvania
17042;1.0;Pennsylvania
17043;1.0;Pennsylvania
17044;4.0;Pennsylvania
17045;2.0;Pennsylvania
17046;1.0;Pennsylvania
17047;10.1;Pennsylvania
17048;3.0;Pennsylvania
17049;10.4;Pennsylvania
17050;1.0;Pennsylvania
17051;5.0;Pennsylvania
17052;6.0;Pennsylvania
17053;1.0;Pennsylvania
17054;5.0;Pennsylvania
17055;1.0;Pennsylvania
17056;10.4;Pennsylvania
17057;1.0;Pennsylvania
17058;10.0;Pennsylvania
17059;10.4;Pennsylvania
17060;5.0;Pennsylvania
17061;7.1;Pennsylvania
17062;2.0;Pennsylvania
17063;4.0;Pennsylvania
17064;1.0;Pennsylvania
17065;4.1;Pennsylvania
17066;5.0;Pennsylvania
17067;2.0;Pennsylvania
17068;2.0;Pennsylvania
17069;2.0;Pennsylvania
17070;1.0;Pennsylvania
17071;10.1;Pennsylvania
17072;1.0;Pennsylvania
17073;2.0;Pennsylvania
17074;2.0;Pennsylvania
17075;5.0;Pennsylvania
17076;10.4;Pennsylvania
17077;1.0;Pennsylvania
17078;1.0;Pennsylvania
17080;2.0;Pennsylvania
17081;4.1;Pennsylvania
17082;10.0;Pennsylvania
17083;1.0;Pennsylvania
17084;4.0;Pennsylvania
17085;1.0;Pennsylvania
17086;6.0;Pennsylvania
17087;2.0;Pennsylvania
17088;2.0;Pennsylvania
17089;1.0;Pennsylvania
17090;2.0;Pennsylvania
17091;1.0;Pennsylvania
17093;1.0;Pennsylvania
17094;10.4;Pennsylvania
17097;3.0;Pennsylvania
17098;3.0;Pennsylvania
17099;4.0;Pennsylvania
17101;1.0;Pennsylvania
17102;1.0;Pennsylvania
17103;1.0;Pennsylvania
17104;1.0;Pennsylvania
17105;1.0;Pennsylvania
17106;1.0;Pennsylvania
17107;1.0;Pennsylvania
17108;1.0;Pennsylvania
17109;1.0;Pennsylvania
17110;1.0;Pennsylvania
17111;1.0;Pennsylvania
17112;1.0;Pennsylvania
17113;1.0;Pennsylvania
17120;1.0;Pennsylvania
17121;1.0;Pennsylvania
17122;1.0;Pennsylvania
17123;1.0;Pennsylvania
17124;1.0;Pennsylvania
17125;1.0;Pennsylvania
17126;1.0;Pennsylvania
17127;1.0;Pennsylvania
17128;1.0;Pennsylvania
17129;1.0;Pennsylvania
17130;1.0;Pennsylvania
17140;1.0;Pennsylvania
17177;1.0;Pennsylvania
17201;4.0;Pennsylvania
17210;10.5;Pennsylvania
17211;10.6;Pennsylvania
17212;10.0;Pennsylvania
17213;10.0;Pennsylvania
17214;4.2;Pennsylvania
17215;10.0;Pennsylvania
17217;10.5;Pennsylvania
17219;10.5;Pennsylvania
17220;10.5;Pennsylvania
17221;10.5;Pennsylvania
17222;4.0;Pennsylvania
17223;10.0;Pennsylvania
17224;10.5;Pennsylvania
17225;2.0;Pennsylvania
17228;10.0;Pennsylvania
17229;10.0;Pennsylvania
17231;10.5;Pennsylvania
17232;5.0;Pennsylvania
17233;10.0;Pennsylvania
17235;4.0;Pennsylvania
17236;10.5;Pennsylvania
17237;4.2;Pennsylvania
17238;3.0;Pennsylvania
17239;10.0;Pennsylvania
17240;6.1;Pennsylvania
17241;5.2;Pennsylvania
17243;10.0;Pennsylvania
17244;5.0;Pennsylvania
17246;5.0;Pennsylvania
17247;4.2;Pennsylvania
17249;10.0;Pennsylvania
17250;4.2;Pennsylvania
17251;10.5;Pennsylvania
17252;4.0;Pennsylvania
17253;10.0;Pennsylvania
17254;4.0;Pennsylvania
17255;10.0;Pennsylvania
17256;2.0;Pennsylvania
17257;4.0;Pennsylvania
17260;6.0;Pennsylvania
17261;4.0;Pennsylvania
17262;10.5;Pennsylvania
17263;4.2;Pennsylvania
17264;10.0;Pennsylvania
17265;5.0;Pennsylvania
17266;5.2;Pennsylvania
17267;3.0;Pennsylvania
17268;4.2;Pennsylvania
17270;2.0;Pennsylvania
17271;10.5;Pennsylvania
17272;4.2;Pennsylvania
17301;5.2;Pennsylvania
17302;2.0;Pennsylvania
17303;6.0;Pennsylvania
17304;6.0;Pennsylvania
17306;6.0;Pennsylvania
17307;6.0;Pennsylvania
17309;2.0;Pennsylvania
17310;5.0;Pennsylvania
17311;2.0;Pennsylvania
17312;1.0;Pennsylvania
17313;1.0;Pennsylvania
17314;3.0;Pennsylvania
17315;1.0;Pennsylvania
17316;5.2;Pennsylvania
17317;1.0;Pennsylvania
17318;1.0;Pennsylvania
17319;1.0;Pennsylvania
17320;6.1;Pennsylvania
17321;3.0;Pennsylvania
17322;2.0;Pennsylvania
17323;1.0;Pennsylvania
17324;5.2;Pennsylvania
17325;4.0;Pennsylvania
17326;4.0;Pennsylvania
17327;2.0;Pennsylvania
17329;5.2;Pennsylvania
17331;4.2;Pennsylvania
17332;4.2;Pennsylvania
17333;4.2;Pennsylvania
17334;4.2;Pennsylvania
17337;5.2;Pennsylvania
17339;1.0;Pennsylvania
17340;6.0;Pennsylvania
17342;1.0;Pennsylvania
17343;6.0;Pennsylvania
17344;4.2;Pennsylvania
17345;1.0;Pennsylvania
17347;1.0;Pennsylvania
17349;2.0;Pennsylvania
17350;4.2;Pennsylvania
17352;3.0;Pennsylvania
17353;5.0;Pennsylvania
17354;2.0;Pennsylvania
17355;2.0;Pennsylvania
17356;1.0;Pennsylvania
17358;1.0;Pennsylvania
17360;1.0;Pennsylvania
17361;2.0;Pennsylvania
17362;2.0;Pennsylvania
17363;2.0;Pennsylvania
17364;2.0;Pennsylvania
17365;2.0;Pennsylvania
17366;1.0;Pennsylvania
17368;1.0;Pennsylvania
17370;1.0;Pennsylvania
17371;1.0;Pennsylvania
17372;10.4;Pennsylvania
17375;5.2;Pennsylvania
17401;1.0;Pennsylvania
17402;1.0;Pennsylvania
17403;1.0;Pennsylvania
17404;1.0;Pennsylvania
17405;1.0;Pennsylvania
17406;1.0;Pennsylvania
17407;1.0;Pennsylvania
17415;1.0;Pennsylvania
17501;1.0;Pennsylvania
17502;2.0;Pennsylvania
17503;1.0;Pennsylvania
17504;1.0;Pennsylvania
17505;1.0;Pennsylvania
17506;1.0;Pennsylvania
17507;1.0;Pennsylvania
17508;1.0;Pennsylvania
17509;10.4;Pennsylvania
17512;1.0;Pennsylvania
17516;1.0;Pennsylvania
17517;1.0;Pennsylvania
17518;2.0;Pennsylvania
17519;1.0;Pennsylvania
17520;1.0;Pennsylvania
17521;1.0;Pennsylvania
17522;1.0;Pennsylvania
17527;2.0;Pennsylvania
17528;1.0;Pennsylvania
17529;10.1;Pennsylvania
17532;2.0;Pennsylvania
17533;1.0;Pennsylvania
17534;10.1;Pennsylvania
17535;2.0;Pennsylvania
17536;3.0;Pennsylvania
17537;1.0;Pennsylvania
17538;1.0;Pennsylvania
17540;1.0;Pennsylvania
17543;1.0;Pennsylvania
17545;1.0;Pennsylvania
17547;1.0;Pennsylvania
17549;1.0;Pennsylvania
17550;1.0;Pennsylvania
17551;1.0;Pennsylvania
17552;1.0;Pennsylvania
17554;1.0;Pennsylvania
17555;2.0;Pennsylvania
17557;1.0;Pennsylvania
17560;1.0;Pennsylvania
17562;1.0;Pennsylvania
17563;2.0;Pennsylvania
17564;1.0;Pennsylvania
17565;2.0;Pennsylvania
17566;2.0;Pennsylvania
17567;1.0;Pennsylvania
17568;1.0;Pennsylvania
17569;1.0;Pennsylvania
17570;4.1;Pennsylvania
17572;1.0;Pennsylvania
17573;1.0;Pennsylvania
17575;1.0;Pennsylvania
17576;1.0;Pennsylvania
17577;10.1;Pennsylvania
17578;1.0;Pennsylvania
17579;1.0;Pennsylvania
17580;1.0;Pennsylvania
17581;1.0;Pennsylvania
17582;2.0;Pennsylvania
17583;1.0;Pennsylvania
17584;1.0;Pennsylvania
17585;1.0;Pennsylvania
17601;1.0;Pennsylvania
17602;1.0;Pennsylvania
17603;1.0;Pennsylvania
17604;1.0;Pennsylvania
17605;1.0;Pennsylvania
17606;1.0;Pennsylvania
17607;1.0;Pennsylvania
17608;1.0;Pennsylvania
17699;1.0;Pennsylvania
17701;1.0;Pennsylvania
17702;1.0;Pennsylvania
17703;1.0;Pennsylvania
17705;1.0;Pennsylvania
17720;1.0;Pennsylvania
17721;4.2;Pennsylvania
17722;2.0;Pennsylvania
17723;5.1;Pennsylvania
17724;10.0;Pennsylvania
17726;4.2;Pennsylvania
17727;5.1;Pennsylvania
17728;2.0;Pennsylvania
17729;10.5;Pennsylvania
17730;4.0;Pennsylvania
17731;10.0;Pennsylvania
17735;10.0;Pennsylvania
17737;2.0;Pennsylvania
17738;10.5;Pennsylvania
17739;5.1;Pennsylvania
17740;4.2;Pennsylvania
17742;9.1;Pennsylvania
17744;1.0;Pennsylvania
17745;4.2;Pennsylvania
17747;10.5;Pennsylvania
17748;4.2;Pennsylvania
17749;4.0;Pennsylvania
17750;5.2;Pennsylvania
17751;5.2;Pennsylvania
17752;5.2;Pennsylvania
17754;1.0;Pennsylvania
17756;2.0;Pennsylvania
17758;10.0;Pennsylvania
17759;1.0;Pennsylvania
17760;10.5;Pennsylvania
17762;2.0;Pennsylvania
17763;2.0;Pennsylvania
17764;10.5;Pennsylvania
17765;10.0;Pennsylvania
17767;5.2;Pennsylvania
17768;10.0;Pennsylvania
17769;4.2;Pennsylvania
17771;2.0;Pennsylvania
17772;5.0;Pennsylvania
17773;10.5;Pennsylvania
17774;9.1;Pennsylvania
17776;2.0;Pennsylvania
17777;4.0;Pennsylvania
17778;10.5;Pennsylvania
17779;4.2;Pennsylvania
17801;4.0;Pennsylvania
17810;5.2;Pennsylvania
17812;10.5;Pennsylvania
17813;6.0;Pennsylvania
17814;5.0;Pennsylvania
17815;4.0;Pennsylvania
17820;5.0;Pennsylvania
17821;4.0;Pennsylvania
17822;4.0;Pennsylvania
17823;6.0;Pennsylvania
17824;6.0;Pennsylvania
17827;5.0;Pennsylvania
17829;5.0;Pennsylvania
17830;10.4;Pennsylvania
17831;4.0;Pennsylvania
17832;7.4;Pennsylvania
17833;10.5;Pennsylvania
17834;4.0;Pennsylvania
17835;5.0;Pennsylvania
17836;10.4;Pennsylvania
17837;4.0;Pennsylvania
17839;4.0;Pennsylvania
17840;7.4;Pennsylvania
17841;5.0;Pennsylvania
17842;10.5;Pennsylvania
17843;5.0;Pennsylvania
17844;5.0;Pennsylvania
17845;5.0;Pennsylvania
17846;5.0;Pennsylvania
17847;4.0;Pennsylvania
17850;4.0;Pennsylvania
17851;7.4;Pennsylvania
17853;6.0;Pennsylvania
17855;5.0;Pennsylvania
17856;5.2;Pennsylvania
17857;4.0;Pennsylvania
17858;5.0;Pennsylvania
17859;4.0;Pennsylvania
17860;6.0;Pennsylvania
17861;10.5;Pennsylvania
17862;10.5;Pennsylvania
17864;5.0;Pennsylvania
17865;4.0;Pennsylvania
17866;4.0;Pennsylvania
17867;10.4;Pennsylvania
17868;4.0;Pennsylvania
17870;4.0;Pennsylvania
17872;4.0;Pennsylvania
17876;4.0;Pennsylvania
17877;6.0;Pennsylvania
17878;5.0;Pennsylvania
17880;5.0;Pennsylvania
17881;6.0;Pennsylvania
17882;6.0;Pennsylvania
17883;5.0;Pennsylvania
17884;4.0;Pennsylvania
17885;5.0;Pennsylvania
17886;4.0;Pennsylvania
17887;5.2;Pennsylvania
17888;5.0;Pennsylvania
17889;5.0;Pennsylvania
17901;4.0;Pennsylvania
17920;5.0;Pennsylvania
17921;4.0;Pennsylvania
17922;6.1;Pennsylvania
17923;6.0;Pennsylvania
17925;6.0;Pennsylvania
17929;4.0;Pennsylvania
17930;4.0;Pennsylvania
17931;4.0;Pennsylvania
17932;4.0;Pennsylvania
17933;4.0;Pennsylvania
17934;4.0;Pennsylvania
17935;4.0;Pennsylvania
17936;4.0;Pennsylvania
17938;10.5;Pennsylvania
17941;10.5;Pennsylvania
17942;6.1;Pennsylvania
17943;4.0;Pennsylvania
17944;4.0;Pennsylvania
17945;4.0;Pennsylvania
17946;4.0;Pennsylvania
17948;6.0;Pennsylvania
17949;4.0;Pennsylvania
17951;4.0;Pennsylvania
17952;6.0;Pennsylvania
17953;4.0;Pennsylvania
17954;4.0;Pennsylvania
17957;3.0;Pennsylvania
17959;4.0;Pennsylvania
17960;3.0;Pennsylvania
17961;5.0;Pennsylvania
17963;6.0;Pennsylvania
17964;10.5;Pennsylvania
17965;4.0;Pennsylvania
17966;6.0;Pennsylvania
17967;2.0;Pennsylvania
17968;10.5;Pennsylvania
17970;4.0;Pennsylvania
17972;4.0;Pennsylvania
17974;4.0;Pennsylvania
17976;4.0;Pennsylvania
17978;10.5;Pennsylvania
17979;6.1;Pennsylvania
17980;3.0;Pennsylvania
17981;6.0;Pennsylvania
17982;6.0;Pennsylvania
17983;10.5;Pennsylvania
17985;2.0;Pennsylvania
18001;1.0;Pennsylvania
18002;1.0;Pennsylvania
18003;1.0;Pennsylvania
18010;1.0;Pennsylvania
18011;1.0;Pennsylvania
18012;1.0;Pennsylvania
18013;1.0;Pennsylvania
18014;1.0;Pennsylvania
18015;1.0;Pennsylvania
18016;1.0;Pennsylvania
18017;1.0;Pennsylvania
18018;1.0;Pennsylvania
18020;1.0;Pennsylvania
18025;1.0;Pennsylvania
18030;1.0;Pennsylvania
18031;1.0;Pennsylvania
18032;1.0;Pennsylvania
18034;1.0;Pennsylvania
18035;1.0;Pennsylvania
18036;1.0;Pennsylvania
18037;1.0;Pennsylvania
18038;1.0;Pennsylvania
18039;2.0;Pennsylvania
18040;1.0;Pennsylvania
18041;1.0;Pennsylvania
18042;1.0;Pennsylvania
18043;1.0;Pennsylvania
18044;1.0;Pennsylvania
18045;1.0;Pennsylvania
18046;1.0;Pennsylvania
18049;1.0;Pennsylvania
18050;1.0;Pennsylvania
18051;1.0;Pennsylvania
18052;1.0;Pennsylvania
18053;2.0;Pennsylvania
18054;1.0;Pennsylvania
18055;1.0;Pennsylvania
18056;2.0;Pennsylvania
18058;10.5;Pennsylvania
18059;1.0;Pennsylvania
18060;1.0;Pennsylvania
18062;1.0;Pennsylvania
18063;1.0;Pennsylvania
18064;1.0;Pennsylvania
18065;1.0;Pennsylvania
18066;2.0;Pennsylvania
18067;1.0;Pennsylvania
18068;1.0;Pennsylvania
18069;1.0;Pennsylvania
18070;2.0;Pennsylvania
18071;1.0;Pennsylvania
18072;1.0;Pennsylvania
18073;1.0;Pennsylvania
18074;1.0;Pennsylvania
18076;1.0;Pennsylvania
18077;2.1;Pennsylvania
18078;1.0;Pennsylvania
18079;1.0;Pennsylvania
18080;1.0;Pennsylvania
18081;1.0;Pennsylvania
18083;1.0;Pennsylvania
18084;1.0;Pennsylvania
18085;1.0;Pennsylvania
18086;1.0;Pennsylvania
18087;1.0;Pennsylvania
18088;1.0;Pennsylvania
18091;1.0;Pennsylvania
18092;1.0;Pennsylvania
18098;1.0;Pennsylvania
18099;1.0;Pennsylvania
18101;1.0;Pennsylvania
18102;1.0;Pennsylvania
18103;1.0;Pennsylvania
18104;1.0;Pennsylvania
18105;1.0;Pennsylvania
18106;1.0;Pennsylvania
18109;1.0;Pennsylvania
18175;1.0;Pennsylvania
18195;1.0;Pennsylvania
18201;1.0;Pennsylvania
18202;1.0;Pennsylvania
18210;3.0;Pennsylvania
18211;3.0;Pennsylvania
18212;1.0;Pennsylvania
18214;6.0;Pennsylvania
18216;1.0;Pennsylvania
18218;4.2;Pennsylvania
18219;1.0;Pennsylvania
18220;4.2;Pennsylvania
18221;1.0;Pennsylvania
18222;1.0;Pennsylvania
18223;1.0;Pennsylvania
18224;1.0;Pennsylvania
18225;1.0;Pennsylvania
18229;2.0;Pennsylvania
18230;1.0;Pennsylvania
18231;1.0;Pennsylvania
18232;4.2;Pennsylvania
18234;1.0;Pennsylvania
18235;1.0;Pennsylvania
18237;1.0;Pennsylvania
18239;1.0;Pennsylvania
18240;4.2;Pennsylvania
18241;2.0;Pennsylvania
18242;2.0;Pennsylvania
18244;1.0;Pennsylvania
18245;4.2;Pennsylvania
18246;2.1;Pennsylvania
18247;1.0;Pennsylvania
18248;2.0;Pennsylvania
18249;1.0;Pennsylvania
18250;4.2;Pennsylvania
18251;1.0;Pennsylvania
18252;4.2;Pennsylvania
18254;1.0;Pennsylvania
18255;1.0;Pennsylvania
18256;2.1;Pennsylvania
18301;4.2;Pennsylvania
18320;4.2;Pennsylvania
18321;4.2;Pennsylvania
18322;4.2;Pennsylvania
18323;10.5;Pennsylvania
18324;2.0;Pennsylvania
18325;10.5;Pennsylvania
18326;10.5;Pennsylvania
18327;4.2;Pennsylvania
18328;2.0;Pennsylvania
18330;4.2;Pennsylvania
18331;10.5;Pennsylvania
18332;6.0;Pennsylvania
18333;10.5;Pennsylvania
18334;4.2;Pennsylvania
18335;4.2;Pennsylvania
18336;4.2;Pennsylvania
18337;2.0;Pennsylvania
18340;4.2;Pennsylvania
18341;4.2;Pennsylvania
18342;10.5;Pennsylvania
18343;2.1;Pennsylvania
18344;10.5;Pennsylvania
18346;10.4;Pennsylvania
18347;10.4;Pennsylvania
18348;10.4;Pennsylvania
18349;4.2;Pennsylvania
18350;10.4;Pennsylvania
18351;2.1;Pennsylvania
18352;10.5;Pennsylvania
18353;2.0;Pennsylvania
18354;4.2;Pennsylvania
18355;6.0;Pennsylvania
18356;4.2;Pennsylvania
18357;10.5;Pennsylvania
18360;4.2;Pennsylvania
18370;6.0;Pennsylvania
18371;2.0;Pennsylvania
18372;4.2;Pennsylvania
18373;2.0;Pennsylvania
18401;1.0;Pennsylvania
18403;1.0;Pennsylvania
18405;10.6;Pennsylvania
18407;1.0;Pennsylvania
18410;1.0;Pennsylvania
18411;1.0;Pennsylvania
18413;1.0;Pennsylvania
18414;2.0;Pennsylvania
18415;10.6;Pennsylvania
18416;2.0;Pennsylvania
18417;10.6;Pennsylvania
18419;2.0;Pennsylvania
18420;2.0;Pennsylvania
18421;1.0;Pennsylvania
18424;2.0;Pennsylvania
18425;10.4;Pennsylvania
18426;10.0;Pennsylvania
18427;2.0;Pennsylvania
18428;10.6;Pennsylvania
18430;2.0;Pennsylvania
18431;8.0;Pennsylvania
18433;1.0;Pennsylvania
18434;1.0;Pennsylvania
18435;10.4;Pennsylvania
18436;10.4;Pennsylvania
18437;10.6;Pennsylvania
18438;10.4;Pennsylvania
18439;10.4;Pennsylvania
18440;2.0;Pennsylvania
18441;2.0;Pennsylvania
18443;10.6;Pennsylvania
18444;2.0;Pennsylvania
18445;10.4;Pennsylvania
18446;2.0;Pennsylvania
18447;1.0;Pennsylvania
18448;1.0;Pennsylvania
18449;10.4;Pennsylvania
18451;10.4;Pennsylvania
18452;1.0;Pennsylvania
18453;10.4;Pennsylvania
18454;10.4;Pennsylvania
18455;10.4;Pennsylvania
18456;2.0;Pennsylvania
18457;10.4;Pennsylvania
18458;4.2;Pennsylvania
18459;10.4;Pennsylvania
18460;10.4;Pennsylvania
18461;10.6;Pennsylvania
18462;10.4;Pennsylvania
18463;10.4;Pennsylvania
18464;3.0;Pennsylvania
18465;2.0;Pennsylvania
18466;10.4;Pennsylvania
18469;10.6;Pennsylvania
18470;2.0;Pennsylvania
18471;1.0;Pennsylvania
18472;10.4;Pennsylvania
18473;8.0;Pennsylvania
18501;1.0;Pennsylvania
18502;1.0;Pennsylvania
18503;1.0;Pennsylvania
18504;1.0;Pennsylvania
18505;1.0;Pennsylvania
18507;1.0;Pennsylvania
18508;1.0;Pennsylvania
18509;1.0;Pennsylvania
18510;1.0;Pennsylvania
18512;1.0;Pennsylvania
18514;1.0;Pennsylvania
18515;1.0;Pennsylvania
18517;1.0;Pennsylvania
18518;1.0;Pennsylvania
18519;1.0;Pennsylvania
18522;1.0;Pennsylvania
18540;1.0;Pennsylvania
18577;1.0;Pennsylvania
18601;4.0;Pennsylvania
18602;1.0;Pennsylvania
18603;4.0;Pennsylvania
18610;4.2;Pennsylvania
18611;5.0;Pennsylvania
18612;1.0;Pennsylvania
18614;10.0;Pennsylvania
18615;2.0;Pennsylvania
18616;10.0;Pennsylvania
18617;1.0;Pennsylvania
18618;1.0;Pennsylvania
18619;10.0;Pennsylvania
18621;2.0;Pennsylvania
18622;2.0;Pennsylvania
18623;10.0;Pennsylvania
18624;3.0;Pennsylvania
18625;2.0;Pennsylvania
18626;10.0;Pennsylvania
18627;1.0;Pennsylvania
18628;10.0;Pennsylvania
18629;10.6;Pennsylvania
18630;10.6;Pennsylvania
18631;4.0;Pennsylvania
18632;10.0;Pennsylvania
18634;1.0;Pennsylvania
18635;5.2;Pennsylvania
18636;2.0;Pennsylvania
18640;1.0;Pennsylvania
18641;1.0;Pennsylvania
18642;1.0;Pennsylvania
18643;1.0;Pennsylvania
18644;1.0;Pennsylvania
18651;1.0;Pennsylvania
18653;1.0;Pennsylvania
18654;1.0;Pennsylvania
18655;2.0;Pennsylvania
18656;2.0;Pennsylvania
18657;7.2;Pennsylvania
18660;5.2;Pennsylvania
18661;2.0;Pennsylvania
18690;1.0;Pennsylvania
18701;1.0;Pennsylvania
18702;1.0;Pennsylvania
18703;1.0;Pennsylvania
18704;1.0;Pennsylvania
18705;1.0;Pennsylvania
18706;1.0;Pennsylvania
18707;1.0;Pennsylvania
18708;1.0;Pennsylvania
18709;1.0;Pennsylvania
18710;1.0;Pennsylvania
18711;1.0;Pennsylvania
18761;1.0;Pennsylvania
18762;1.0;Pennsylvania
18763;1.0;Pennsylvania
18764;1.0;Pennsylvania
18765;1.0;Pennsylvania
18766;1.0;Pennsylvania
18767;1.0;Pennsylvania
18768;1.0;Pennsylvania
18769;1.0;Pennsylvania
18773;1.0;Pennsylvania
18774;1.0;Pennsylvania
18801;10.4;Pennsylvania
18810;4.0;Pennsylvania
18812;2.0;Pennsylvania
18813;10.4;Pennsylvania
18814;10.6;Pennsylvania
18815;10.0;Pennsylvania
18816;10.4;Pennsylvania
18817;10.5;Pennsylvania
18818;2.0;Pennsylvania
18820;2.0;Pennsylvania
18821;1.0;Pennsylvania
18822;1.0;Pennsylvania
18823;2.0;Pennsylvania
18824;10.4;Pennsylvania
18825;2.0;Pennsylvania
18826;10.4;Pennsylvania
18827;7.1;Pennsylvania
18828;10.0;Pennsylvania
18829;10.6;Pennsylvania
18830;2.0;Pennsylvania
18831;10.5;Pennsylvania
18832;10.6;Pennsylvania
18833;10.6;Pennsylvania
18834;2.0;Pennsylvania
18837;10.6;Pennsylvania
18840;4.0;Pennsylvania
18842;2.0;Pennsylvania
18843;10.4;Pennsylvania
18844;10.4;Pennsylvania
18845;10.6;Pennsylvania
18846;10.6;Pennsylvania
18847;7.1;Pennsylvania
18848;10.6;Pennsylvania
18850;6.0;Pennsylvania
18851;10.6;Pennsylvania
18853;10.0;Pennsylvania
18854;10.6;Pennsylvania
18901;1.0;Pennsylvania
18910;1.0;Pennsylvania
18911;1.0;Pennsylvania
18912;1.0;Pennsylvania
18913;1.0;Pennsylvania
18914;1.0;Pennsylvania
18915;1.0;Pennsylvania
18916;1.0;Pennsylvania
18917;2.0;Pennsylvania
18918;1.0;Pennsylvania
18920;2.0;Pennsylvania
18921;2.0;Pennsylvania
18922;1.0;Pennsylvania
18923;1.0;Pennsylvania
18924;1.0;Pennsylvania
18925;1.0;Pennsylvania
18926;1.0;Pennsylvania
18927;1.0;Pennsylvania
18928;1.0;Pennsylvania
18929;1.0;Pennsylvania
18930;2.0;Pennsylvania
18931;1.0;Pennsylvania
18932;1.0;Pennsylvania
18933;1.0;Pennsylvania
18934;1.0;Pennsylvania
18935;1.0;Pennsylvania
18936;1.0;Pennsylvania
18938;1.0;Pennsylvania
18940;1.0;Pennsylvania
18942;2.0;Pennsylvania
18943;1.0;Pennsylvania
18944;1.0;Pennsylvania
18946;1.0;Pennsylvania
18947;1.0;Pennsylvania
18949;1.0;Pennsylvania
18950;1.0;Pennsylvania
18951;1.0;Pennsylvania
18953;2.0;Pennsylvania
18954;1.0;Pennsylvania
18955;2.0;Pennsylvania
18956;1.0;Pennsylvania
18957;1.0;Pennsylvania
18958;1.0;Pennsylvania
18960;1.0;Pennsylvania
18962;1.0;Pennsylvania
18963;1.0;Pennsylvania
18964;1.0;Pennsylvania
18966;1.0;Pennsylvania
18968;1.0;Pennsylvania
